node_id,observed_label,degree,is_poisoned,score_structure,score_input_spectrum,score_model_js,score_spectral_relation,score_transfer,score_combined,moment_0,moment_1,moment_2,moment_3,input_band_0,input_band_1,input_band_2,input_band_3,model_js_layer_1,model_js_layer_2,spectral_relation_layer_1,spectral_relation_layer_2,delta_gain_l1_b0,delta_gain_l1_b1,delta_gain_l1_b2,delta_gain_l1_b3,delta_gain_l2_b0,delta_gain_l2_b1,delta_gain_l2_b2,delta_gain_l2_b3
0,0,9,0,1.9269881844520569,0.6305077970027924,1.2710625380277634,0.6024077479041289,3.6603827476501465,0.6777115725631969,1.2594424,1.5517813,1.9847893,2.6112146,0.98336506,0.00669312,0.0063437484,0.0035981021,0.00018486434,0.00076611154,0.005532306153327227,0.0014460011152550578,1.4663341,1.2344542,0.043416977,-0.056717873,3.3302073,5.874009,3.3776016,3.9211893
4,0,12,1,2.338771879673004,0.5338305234909058,0.990727961063385,0.6022928252941622,3.134698212146759,0.5351294058454117,1.2387484,1.6050038,2.1439688,2.9235697,0.9204,0.071946785,0.0069745304,0.0006786803,7.863401e-05,0.00395634,0.005712177138775587,0.0011808952549472451,1.0469232,1.2100525,1.1647587,1.616662,2.690998,4.150756,3.0442476,2.3692307
7,0,7,0,0.5509139895439148,0.5720148682594299,1.8123732954263687,0.5585233455148848,1.027771383523941,0.6122979890675863,1.0437386,1.2716272,1.6515393,2.2330604,0.9630485,0.032087836,0.0032773819,0.0015861499,6.154431e-05,0.00151945,0.00583261763677001,0.0013670019106939435,1.5097125,1.6655769,1.3355904,0.92225266,3.4335527,4.866821,3.6455626,2.2526875
11,2,13,0,0.40220190584659576,0.6997052431106567,0.4965541660785675,0.1521089884293283,1.5105467438697815,0.7854484208568511,1.0620669,1.2469319,1.5349997,1.9600426,0.95432633,0.021665141,0.017963096,0.0060453257,0.0013012206,0.00017330512,0.007828270085155964,0.00028650229796767235,2.2733972,1.5183945,0.42557716,0.3191347,3.5441313,3.8431954,2.5485048,3.0041704
13,0,12,0,1.2939926385879517,0.6879554986953735,0.261758953332901,0.6210167532637137,7.0003461837768555,0.944001326283116,1.0266857,1.1863091,1.4375011,1.8061146,0.9865625,0.004568056,0.00693629,0.0019331821,2.5415073e-05,0.0011801788,0.0059807514771819115,0.0016809320077300072,1.5205894,1.660841,1.0829887,0.8677931,3.4830492,6.3045053,1.3912773,1.2754622
15,0,4,0,1.9176250100135803,7.948996067047119,5.010818187147379,10.0,5.762049436569214,5.436529001149141,1.0235087,1.1416296,1.3285798,1.5987307,0.7336598,0.11934127,0.107253864,0.039745107,0.0010895922,0.0007060249,0.018484443426132202,0.007855338975787163,1.6488466,1.4981699,1.111414,0.824111,3.313499,3.3469796,2.5016909,2.6046925
16,1,9,0,0.17418426647782326,0.33573345094919205,0.508137121796608,0.44114937151293143,3.4417564868927,0.7703843934344504,1.1158583,1.3062571,1.6004691,2.0260744,0.92051756,0.038871832,0.02745311,0.013157427,0.0008062586,0.008278434,0.0001727323979139328,0.0,0.98883057,2.0538135,0.6429634,0.96052074,2.345811,6.6836658,5.2387996,4.323842
19,2,9,0,0.16484104469418526,0.778436928987503,0.408166216686368,0.5349498182616585,2.6394657492637634,0.8365529410030341,1.0364797,1.1942276,1.4436356,1.8059441,0.95674384,0.03859749,0.0027881276,0.0018706329,0.0024887216,0.00036162854,0.008318034932017326,0.00032390342676080763,2.2093856,1.2664757,0.8296051,2.0771666,3.5923119,4.017488,2.4753828,2.847165
24,0,6,0,0.6518977284431458,0.25591135025024414,0.7312027215957642,0.8975044022250007,1.2211977541446686,0.5309022799803903,1.1557697,1.388332,1.7419215,2.252279,0.94916975,0.030937642,0.016665975,0.0032265692,8.6879285e-05,0.000895591,0.006481901742517948,0.001397241372615099,1.5026402,1.7834902,1.57199,1.5080233,3.4213755,4.6866846,2.4052463,2.6639051
26,0,6,0,0.8110073208808899,2.792471766471863,1.879285454750061,4.631093206165541,1.8542718887329102,1.7197402906442232,1.107519,1.273156,1.5262933,1.8931149,0.879202,0.057519987,0.047646057,0.015631942,7.801746e-06,0.0014532753,0.005902298726141453,0.0025761150754988194,1.4964406,1.5919867,1.5078135,1.5304451,3.2458472,4.7131653,1.9254427,1.223403
